Series Name,Series Code,Country Name,Country Code,1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,Cuba,CUB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,Mexico,MEX,11.7159508152019,10.9455320520858,10.2180972441636,9.68565610150906,9.23495806490823,10.7940632184982,11.9259832921671,12.9368335047859,10.0007155394115,13.0566898487845,12.3288415140301,11.931903857173,7.89818613890797,10.9611807853477,11.7160308778857,11.1497567307788,11.1181272540263,10.7491440371848,11.2376283599119,10.8659180170857
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,Argentina,ARG,2.75091123037626,2.6224791833799,2.44284710587472,2.61722196676899,2.00314925205264,1.51140209732009,0.960297443548483,1.01814625665544,1.67523586082963,2.06652700230351,1.86583574282533,2.17939766326863,1.59287523436729,1.43948031069809,2.40533916639391,2.83586121724364,2.9205099279642,2.54892937775924,2.21728366463494,2.02956738894983
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,Brazil,BRA,2.09284600965401,2.39786740783552,2.19302062483683,2.93741560009082,3.15439511621908,3.39809076186881,2.66264743064937,2.49575258207329,2.73116997416461,2.66529043527453,2.50395266814042,2.26846412533388,2.60782996844949,2.09859671630328,2.19837322707927,2.32794302660802,2.5916355424303,3.81301917716111,4.52957838046494,4.72241133873863
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,France,FRA,6.08178175818996,5.16253306053196,7.35550973256635,6.35258049601237,5.76624114323298,4.38320441016274,4.8752777125517,5.21207328888129,4.78890823090855,5.37543110239667,4.6369013332584,5.00157868036512,4.64731136669702,4.52622474150261,4.66342362458687,3.11121096382835,3.70112442613554,4.29023817416265,2.15702898563713,2.16044891338683
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,Germany,DEU,54.9605858821009,53.358600466049,54.1199366372482,52.1544851550552,53.1460931343513,51.8395355791341,52.6833735999753,52.0842341737864,50.429631569043,48.3458915232218,47.1638861318852,48.6523593771453,44.9947980705571,44.1135590864558,43.642422472362,44.8562977991792,46.0164689811742,47.241229490714,45.8101932990105,44.2628091617821
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,Iceland,ISL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,Italy,ITA,10.5777826047001,10.0472976261946,10.9704125682522,10.8869645715608,11.3076561174479,13.5254915518548,14.5813816064454,15.4105449947254,17.201134638596,16.6483627543458,16.3924196677836,16.1360967095146,15.4981867590351,15.0574852168485,14.8721604696542,16.6769777281073,18.2005933440521,16.8431691958223,16.7282716564311,16.1200730212174
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,Russian Federation,RUS,18.8310567902752,18.7042562537957,19.4988071736612,18.9447646942616,19.8773942688153,18.8821285165399,19.0385376560757,18.7413050896396,17.1927239879343,17.2954258961961,17.8978030215371,16.6891816550046,18.9021706786488,16.5296526925544,15.9830559512641,15.5421504822882,15.7494578294662,15.2216976538145,14.787924313751,14.8216583163089
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,Spain,ESP,31.5346234822484,33.8234283388053,32.6621576900802,36.6484159796344,36.6004137225524,30.7782740585325,34.3689692685387,29.5185241320882,29.0339487876466,27.9040923146021,22.9980174706173,24.5445419577987,16.0696255040549,12.6556777184285,8.82374631268437,15.4788651713528,19.0483156541086,14.6856401783652,16.4739642624632,18.9623891256768
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,United Kingdom,GBR,42.1596104353402,34.9312675410963,34.646434713733,29.6621492128679,32.6677796327212,34.795798811616,32.6787919759747,35.3614994032327,34.0596711289671,34.4782588904119,38.2482271306204,34.9875690572587,32.6819634643869,27.9965475740543,28.7459244658871,30.062958067344,40.0515015736592,37.0497899981152,30.3116975302198,22.806490741952
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,United Arab Emirates,ARE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,Afghanistan,AFG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,Albania,ALB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,Algeria,DZA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,Andorra,AND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,Angola,AGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,Antigua and Barbuda,ATG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,Arab World,ARB,1.66950805258984,1.70021081454868,1.83769081026503,1.61003453058675,1.92316475573276,2.40139919478956,2.23476231614561,2.16698809536645,2.17809175070905,2.03740314217249,1.94130455630543,1.76274005201624,1.53361331831582,1.35993786399866,1.23553279590234,1.28616709146489,1.23565131597756,1.20975636697385,1.48465707581122,1.51919649198532
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,Armenia,ARM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,Austria,AUT,11.6007764960615,12.3139085929784,9.17903773922375,9.10441284464918,11.255302802552,13.1544041790165,12.8768161302013,16.3726182074806,14.7042680958223,13.159241397491,14.0481006967858,12.8568028560095,10.7719010057494,7.59243621448821,9.8684016839874,11.7789696813977,9.08746907291515,9.4562354763749,7.97033238119969,8.22660816346356
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,Azerbaijan,AZE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,"Bahamas, The",BHS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,Bahrain,BHR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,Bangladesh,BGD,0,0,0,0,0,0,0,0,0,0.616326993609861,0.934611086654702,2.38993710691824,3.21468233093693,2.93729994351346,1.89262074037754,1.87303241002876,1.92743297228285,2.30609939759036,1.9697376667562,1.6895155140567
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,Barbados,BRB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,Belarus,BLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,Belgium,BEL,24.2300833133701,20.911624561719,20.5787389582699,15.0277091380179,19.3662184528771,16.2354677045969,15.6414089623049,13.8916480176159,13.6106599646723,12.2425882929447,10.9261630388391,9.51581208299059,8.65606642499073,6.85588936151259,6.34638133705626,6.11926213854001,6.69558079415837,6.27890560342729,6.1564711476602,6.10801173290389
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,Belize,BLZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,Benin,BEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,Bhutan,BTN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,Bolivia,BOL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,Bosnia and Herzegovina,BIH,29.2643051771117,46.4803194523674,49.3334802247439,45.1053771912547,50.6951769105379,50.432412107539,49.8933704218822,58.8318835434049,51.987743557511,51.2855102364704,54.7975054474416,64.7233536999321,67.165890845308,59.5545059994894,52.53445456669,70.7198952879581,69.5000710126402,58.0769010371898,62.8155940594059,63.9772218312112
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,Botswana,BWA,97.225891677675,96.870925684485,97.8723404255319,97.6085031000886,97.6315789473684,97.8742249778565,97.4694589877836,97.2168905950096,94.7638603696099,99.4296577946768,99.3896236012208,99.2753623188406,100,100,100,91.4225941422594,71.4285714285714,82.3401950162513,95.6766104626027,96.3599595551062
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,Brunei Darussalam,BRN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,Bulgaria,BGR,40.7271280082405,44.9965979212125,44.7580936769279,43.3625292616849,42.333808984894,45.3829190977167,41.1985107543456,45.979020979021,46.1232076473712,42.3564995906486,42.2091336644543,52.3161841768172,52.0814642024044,49.7935395578207,49.1253232501032,55.0486776083002,49.1122608901007,45.0254243191158,45.4003025976517,46.2065569734521
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,Burkina Faso,BFA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,Burundi,BDI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,Cabo Verde,CPV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,Cambodia,KHM,0,0,0,0,0,0,0,0,0,0,0,0,0,2.21169036334913,3.1,3.20754716981132,2.58019525801953,9.50506186726659,28.1841933376878,48.3966340686832
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,Cameroon,CMR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,Caribbean small states,CSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,Central African Republic,CAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,Central Europe and the Baltics,CEB,57.4587937782808,58.0797129260055,56.886193323475,57.3156294758996,59.4213238021218,57.9321807903413,56.1653654398389,57.6381538785853,56.0499061441955,55.2578719308761,56.087171867261,56.8340859444116,55.197686078552,53.8648983606268,53.2438211915452,55.0559676048803,53.072061660344,51.1579078976583,49.6177022494059,50.3446213682458
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,Chad,TCD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,Chile,CHL,30.9081443399603,28.1526864282067,31.9411980061393,33.2638707996874,21.1263037077699,11.3728809574193,11.568317647867,10.4166221785646,15.0718637712857,13.7413306912583,19.1594360086768,22.6614708848211,23.636607262495,24.5331181449886,27.9081311844326,29.8555841309939,36.3249272411865,41.3809621569835,36.3384847553307,37.1443352302121
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,Colombia,COL,4.31945020986117,6.8669431678063,5.96699111299196,4.56541030311522,5.10376811594203,5.43713457023157,5.12410638959194,6.29122709009261,4.0145618375269,4.90494069968413,5.45894169069097,6.29798638273215,5.41313597196897,7.41220318815727,6.89115508885299,3.77018277190394,5.47178286117617,8.992484666993,10.1781460826404,11.8521523682571
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,Comoros,COM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,"Congo, Dem. Rep.",COD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,"Congo, Rep.",COG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,Costa Rica,CRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,Cote d'Ivoire,CIV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,Croatia,HRV,1.0740177212924,4.99169678616782,4.69704906582853,3.97626570085536,13.770753795614,12.8259337561663,16.5997638724911,18.2231655548817,15.3918111822696,17.8295167343188,17.4649849106245,19.3144679155042,19.5211642281512,12.4008975317876,16.1192214111922,22.9633582355034,21.1271594449165,17.3585717358572,17.6242929443287,20.5552589428724
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,Cyprus,CYP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,Czech Republic,CZE,73.5565548469987,74.3557002039958,73.5841173557811,72.147321498153,75.3905446366118,74.005172831856,68.7716297124811,64.1252897990726,63.0445160520349,63.793924155692,62.4656322471131,64.5902648010574,62.2510354763191,59.5710015680125,58.3024662415604,57.0699271688024,53.7185506477326,50.8220165565994,51.1551659302435,53.0611503824925
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,Denmark,DNK,74.0267253928558,64.8899921019971,57.53168097682,51.5955806783145,46.2458047873963,47.228922049352,46.4708427724184,54.7936604165765,46.1791472944901,42.661259173426,53.8598145184276,50.5926340421203,47.6895346296701,48.613363383998,43.7599711800731,39.6718612506742,34.3278720562848,41.1363440117434,34.3773303504847,24.5448578436453
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,Djibouti,DJI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,Dominica,DMA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,Dominican Republic,DOM,3.94557823129252,3.67606412382532,0,0,0,1.46840584238069,4.22091858634998,9.02898449989574,10.4881266490765,10.2276108301101,11.4863931482249,12.2461210627955,13.1467232687716,13.9764338444066,12.2470642871359,12.3626885123813,12.7628674334844,11.7570286584371,14.0187974181859,12.8569106572032
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,Early-demographic dividend,EAR,34.0238717364636,33.8041537163311,32.9024574556995,33.0186699094949,33.260770151728,33.7319807588987,33.6320061297099,33.0349146948126,32.5807140716666,32.3292271362983,32.3975756366151,32.4219224307659,32.0299665809405,32.0765632812732,32.2648491053045,32.8800976617736,34.4589029869695,34.7626880776997,35.9513011897219,36.5284299384794
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,East Asia & Pacific,EAS,44.6231038522575,45.2959040161384,45.9190979162772,47.512466247259,49.3983626811281,50.5471314175999,51.9463184134885,54.8050013781731,55.1905308863541,57.0047513434813,58.8041481714132,60.5776799031298,59.9970214072723,60.7099351680411,60.1340980958417,62.5657903343487,61.596076897238,62.0381681810253,60.4574184419853,59.3918461472054
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,East Asia & Pacific (excluding high income),EAP,63.8888132632642,64.1387001982844,63.7194089636333,65.7574503637699,66.9256386072029,65.8091633635869,67.2310358919755,69.5390446223743,69.0296242970443,70.5186944808892,72.286049186368,73.5373399376016,71.531358180477,71.2678837737901,70.6486220554183,72.941593981446,70.2512241404612,70.2141246717685,67.8377185895778,66.0882146388471
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,64.3220634719675,64.4759811662344,64.0646300343718,66.0769652441537,67.1961528213438,66.0648216122766,67.4837094554964,69.8104966235126,69.2823292399753,70.7615772106938,72.4952625464862,73.7559147103662,71.7362278128786,71.430641674607,70.8053589908654,73.1010393459356,70.396356195027,70.3586677564517,67.9578157412982,66.1792864161598
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,Ecuador,ECU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,"Egypt, Arab Rep.",EGY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,El Salvador,SLV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,Equatorial Guinea,GNQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,Eritrea,ERI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,Estonia,EST,0.384488630121938,0.835322195704057,1.1148926182373,1.12481857764877,1.89122518501116,2.11010255805729,3.18986747977014,2.51008957574564,1.92158385093168,2.11660950514454,2.50719276613235,2.01804757998359,2.63680181457329,4.53354596195466,3.15489046590558,3.35841154114636,4.22829447647698,2.23728813559322,4.15394504258396,5.3278295094557
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,Eswatini,SWZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,Ethiopia,ETH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,Euro area,EMU,28.1738840211733,27.4372662415765,27.6788557337812,26.8019168287568,27.3109484368377,26.2218056950502,26.9888838474456,26.792152807933,26.0639466188371,25.1092616590119,24.1994903500178,24.6602500721793,21.861973135711,20.9853576757868,20.0749110172999,21.1006981963262,22.6629539347509,22.3768785986355,21.7971144942328,22.0553614865563
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,Europe & Central Asia,ECS,29.31626021759,28.1209392075101,28.042348891867,26.8650744686599,27.6944971488217,27.3217250357388,27.3198184468019,27.8917914726802,26.5916845647356,26.0877112115593,26.592741744639,26.4702280231391,25.4009579505856,24.0825060916045,23.4708685839244,24.4431425208906,25.2908065346958,24.9457318073841,23.7944389569645,23.2095819871405
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,Europe & Central Asia (excluding high income),ECA,23.564874086991,23.8365841520946,24.0407024271973,23.3306443018594,24.0048418823281,23.9661023840178,23.4443371923124,23.4430913983823,21.9908270515932,22.5019094884271,23.4935805858891,23.8503344005287,25.7081202848205,24.087026623399,23.5319342422801,24.5112906220386,24.2663766995534,24.0316841150806,23.4470650318566,23.0743524169635
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,30.0769162011151,30.2515172833879,30.3620120210105,29.6419017941332,30.4976355263084,30.3128537248246,29.7696478984967,30.0498317733619,28.4311783863979,28.7127566915413,29.6526970691624,29.782197279264,31.0999739863179,29.494058324255,28.7438168338285,29.7981421400486,29.2251285028333,28.8216996694647,27.9314617560779,27.6140398614234
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,European Union,EUU,33.0621771022998,31.9703312455857,31.7013888478275,30.8146601354384,31.6165201089767,30.4893119745183,31.0183999559722,31.4368502226892,30.1634666139396,29.1141763150823,28.8873763928056,29.2404923757767,26.6440815823609,25.8298716538034,24.8439488269863,26.0095489452299,26.5853060729904,26.3119276112791,25.5953428504149,25.6439733909644
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,Fiji,FJI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,Finland,FIN,22.3602842604471,19.0398404070776,12.2493479840951,13.8517356062024,13.1073510918029,15.1155921918213,17.804015742779,23.6475108507459,19.9603937328907,10.1824827859794,20.757605209447,18.0195704351037,11.8839756173158,16.0887482828956,18.7557329498971,14.020217412008,10.7838263907628,15.7177540452166,12.3593855552618,8.30357012697348
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,Fragile and conflict affected situations,FCS,2.52962457778323,2.4503556632687,2.08572671933663,1.79434703775903,2.78932143665699,3.40373087579965,3.36510332892326,2.88445610571572,2.96106302986338,3.09211053862169,2.4176225819122,2.35790629125946,2.19728347913299,2.03455518982254,2.25631877974622,2.72137538496635,2.72779495095256,2.87595239990938,2.43114809197263,2.66840714526992
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,Gabon,GAB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,"Gambia, The",GMB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,Georgia,GEO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,Ghana,GHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,Gibraltar,GIB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
