Series Name,Series Code,Country Name,Country Code,1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,Afghanistan,AFG,..,..,..,..,..,..,0.0291341214837694,0.0267107103264152,0.0254114728307537,0.0259703803824069,0.0221363597571873,0.0146989186253283,0.0161232819352242,0.00544297081264588,0.00497396909024397,0.00661517051530809,0.109810624237169,0.00402919578259995,0.0031689189905156,0.00107623018120839
Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,Albania,ALB,1.05634531267882,1.13650982459681,0.173116258720756,0.462285791589923,0.944875717171544,0.651207334933082,0.662719810481317,0.68666894924368,0.681280909353614,0.924210366134344,1.13878282524957,0.987865046277805,1.01368709714932,0.746209343444451,1.49943983645699,2.66745952317552,3.0235126770352,3.07787905942368,3.00669918106815,1.35240900217072
Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,Algeria,DZA,16.8156768345285,15.172522336409,9.2294267373401,13.3537691810774,20.6259970753752,17.5776016564998,18.4063668963285,20.233268765184,22.2344571879641,29.0363968052084,30.6667542275615,28.6918429259739,30.4892300520232,20.6121919117336,23.3773803707282,27.3046442782574,26.163351633685,23.8495528592231,20.4941588907527,12.8470661945984
Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,American Samoa,ASM,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,Andorra,AND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,Angola,AGO,41.2476982497809,35.6873059648083,15.8220245955737,37.7025794562834,54.55279258397,36.8055997047501,26.2624258330292,23.2692674640656,35.248387936034,44.4458946987414,43.3093007607669,46.98753249398,56.1400338218386,31.2098825085188,38.543582907139,39.5256508892664,35.2417488498274,30.1256519121182,23.0454505962835,10.2948888631045
Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,Antigua and Barbuda,ATG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,Argentina,ARG,1.41767339885534,1.24911149258583,0.638569698637517,1.14710343194903,2.04858006442774,1.56027935874901,4.622750242171,4.09540166807275,3.97304401616016,4.67390092873685,4.64330115728369,3.77025957872186,4.05082856382955,2.12861289765799,2.35527618333305,2.728614649685,2.55794285449573,2.34336028767334,2.1374364544745,0.736965841903714
Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,Armenia,ARM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,Aruba,ABW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,Australia,AUS,0.730483950946451,0.61156963991432,0.312127643487851,0.522154060898783,1.29808114713398,0.930361806713768,0.881125500241372,0.7086925929066,0.666790105025408,0.93440506716334,0.989326343978305,0.929865250592515,1.06849392784859,0.637114045531659,0.775822306175135,0.833640867987228,0.716303498355416,0.536746840406955,0.5345856807132,0.206709819603943
Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,Austria,AUT,0.0325687172423663,0.025136326446445,0.00662114132703968,0.0214269694025248,0.0553644583185796,0.0410509994556581,0.0395230494915237,0.0360784955258687,0.0438613495759638,0.055267790235979,0.062944214697946,0.0590285985865454,0.0758808324887817,0.0464587098574838,0.0641004320095447,0.0852040322283575,0.0869413653865636,0.0752633235250923,0.0693644734127072,0.0324606391956344
Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,Azerbaijan,AZE,19.6912042150254,12.3961924288898,3.61785603621339,15.2318790617721,31.0990161044236,22.4612932826756,22.3522579659817,22.9158088036216,26.2329947215509,35.9467949373194,39.5580186988557,36.3300223962065,37.0303237123398,24.5424432480125,29.3036031479759,31.7589235015945,27.7986598602867,23.6854792984092,20.4645876618952,12.0366039021349
Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,"Bahamas, The",BHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,Bahrain,BHR,3.69005149002845,3.65780377054448,2.22920848905478,3.08392547831136,3.90334745016765,3.13566436696185,2.97080084925028,3.07766134684824,3.37463941799294,3.88090032122137,3.99504581828804,3.65122489293844,4.16265576286775,2.72285813003181,3.33097798804612,4.31336986467855,4.75976785798579,5.04824707678551,4.57532483555909,2.44497775584903
Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,Bangladesh,BGD,0.0187798936557348,0.0187691733139844,0.00903263170809627,0.0159581728935027,0.0312850376577654,0.0514265097361786,0.0830348047444719,0.0738942674561417,0.0886223018588916,0.0866465266527405,0.105309927319101,0.150246827651925,0.209688748167741,0.0859394623123123,0.109119803193597,0.146357500663374,0.163757375537303,0.134212238734016,0.0942193306188691,0.0292497698924624
Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,Barbados,BRB,0.217664666483496,0.168859422949011,0.129475889678905,0.26185728684833,0.370782682686199,0.223925660277624,0.186686525875917,0.212154986333557,0.263204533604803,0.357213506359733,0.394942135644598,0.390568333625785,0.500151560445016,0.191327274668366,0.346736269173244,0.502045999240665,0.47892211110264,0.431757720220198,0.374616901472549,0.0979954300540593
Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,Belarus,BLR,0.87686423387597,0.716658875561798,0.167510893859068,0.763296351727262,1.68941758247469,1.27904414287015,1.13277520949306,1.09599572358251,1.14835051631855,1.23235535863576,1.21086542751033,1.07703733473987,1.12542137024776,0.672110977557465,0.893253171770993,1.25002893796187,1.12604992008055,0.874066825685382,0.743191444541041,0.420674409973084
Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,Belgium,BEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,Belize,BLZ,0,0,0,0,0,0,0,0,0,0.0422967447385025,2.88112988470346,3.77867877055261,5.75407427021011,3.7106259470162,4.80986758306472,6.4919351055964,4.42237660451205,3.100144015984,2.13658760357756,0.664418576327057
Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,Benin,BEN,0.387167157480582,0.21922360866483,0.0567690535468237,0.0843477404758308,0.131273204607086,0.0848926283580983,0.0860333337137836,0.0355152123734686,0,0,0,0,0,0,0,0,0,0,0,0.05761155446122
Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,Bermuda,BMU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..
Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,Bhutan,BTN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
